Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,position,Gls_p90,Ast_p90,xG_p90,xAG_p90,PrgC_p90,PrgP_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,KP_p90,PPA_p90,SCA_p90,Recov_p90,Touches_p90,Carries_p90,Won_p90,ga_p90_2425,ga_p90_current,form_arrow,attack_score,press_score,buildup_score,defend_score,aerial_score,fit_highpress,fit_tikitaka,fit_counter,fit_gegenpresss,quality_score,combined_fit_highpress,combined_fit_tikitaka,combined_fit_counter,combined_fit_gegenpresss,value_m,discipline,fit_parkthebus,fit_longball,fit_highline,fit_false9,combined_fit_parkthebus,combined_fit_longball,combined_fit_highline,combined_fit_false9,name_normalized,birth_year,player_image_url,date_of_birth,player_name,player_id,market_value_current,final_value,sub_position,fit_gegenpress,fit_high_press,fit_tiki-taka,fit_counter_attack,fit_park_the_bus,fit_long_ball,fit_high_line,fit_false_9,combined_fit_gegenpress,combined_fit_high_press,combined_fit_tiki-taka,combined_fit_counter_attack,combined_fit_park_the_bus,combined_fit_long_ball,combined_fit_high_line,combined_fit_false_9,pct_Save%,pct_PSxG+/-,pct_#OPA/90,pct_AvgDist,pct_Launch%,pct_Tkl_p90,pct_Int_p90,pct_Clr_p90,pct_PrgP_p90,pct_Won_p90,pct_SCA_p90,pct_press_score,pct_KP_p90,pct_xG_p90,pct_Gls_p90,pct_PrgC_p90,pct_Sh/90,pct_Mid 3rd_stats_possession,min_conf,league_mult,raw_score,score_adjusted,stats_pct,value_pct,quality_final
2442,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27.0,1996.0,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0.0,0.0,0,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,521,967,53.9,22083,19812,0,0.1,0.2,-0.1,1,42,1,0,1,585,379,150,0,0,0,0,0,0,0,0,521,2,1,2,0,0,2,100.0,0,1,0,1,0,2,20,0,11,0.35,6,5,0,0,0,0,0,0.0,1045,762,1021,25,0,0,1045,0,0,,0,,482,3054,2180,0,0,0,0,0,339,0,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,39.0,1.25,112.0,75.0,73.2,9.0,10.0,13.0,8.0,25.0,9.0,9.0,0.0,0.0,39.0,0.28,2.0,0.06,297.0,724.0,41.0,735.0,70.0,71.8,47.7,453.0,30.0,6.6,29.0,0.93,12.7,GK,0.0,0.0,0.0,0.0032028469750889,0.0,0.0320284697508896,0.0,0.0640569395017793,0.0320284697508896,0.0,0.0320284697508896,0.6405693950177936,0.0320284697508896,0.0320284697508896,0.3523131672597865,0.6725978647686833,33.46975088967972,15.437722419928829,0.1601423487544484,0.0,0.0,↓,0.0126010883411268,0.022504480672046,0.0274469415608334,0.0232460960201943,0.0145770599507254,0.0237154574542479,0.022004693417164,0.0117899324827301,0.0207080293287529,0.6405,0.4862538597493759,0.4855695541345424,0.4814836497607688,0.4850508884991779,32.0,0.6,0.1432625852114598,0.0127304912515336,0.0626012360442933,0.012085860855353,0.5340727108522607,0.4818598732682902,0.5018081711853941,0.481602021109818,antonio sivera,1996.0,https://img.a.transfermarkt.technology/portrait/header/298197-1713856039.jpg,1996-08-11,Antonio Sivera (298197),298197.0,6.0,6.0,Sweeper Keeper,0.3437,0.3808,0.3139,0.2891,0.2914,0.3305,0.3874,0.3214,0.1498,0.1647,0.1379,0.128,0.1289,0.1446,0.1673,0.1409,0.714,0.727,0.451,0.328,0.994,,,,,,,,,,,,,,1.0,0.932,26.577400000000004,24.770136800000007,0.8181818181818182,0.5292207792207793,0.7025974025974027
2135,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30.0,1993.0,37,34,2804,31.2,3,4,7,3,0,0,3,0,3.1,3.1,4.8,7.9,0.22,0.25,135,129,278,56,14,25.0,1.8,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1,873,1261,69.2,14730,4786,4,4.8,5.2,-0.8,56,65,55,23,129,1131,123,18,1,10,229,26,78,66,3,1,873,29,15,17,11,1,43,34.9,28,21,1,20,13,42,50,1,105,3.37,73,20,5,4,3,0,10,0.32,1561,49,233,533,804,90,1561,80,32,40.0,36,45.0,920,6414,3264,135,57,38,47,24,1137,278,3,0,0,14,31,6,229,13,15,1,0,0,95,6,20,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.0962910128388017,0.1283880171184022,0.0995007132667617,0.1540656205420827,4.333095577746077,4.140513552068474,8.92296718972896,0.9308131241084164,0.4814550641940086,0.4172610556348074,0.674037089871612,1.6048502139800285,1.797432239657632,1.7653352353780314,3.37018544935806,3.0492154065620545,50.103423680456494,29.529243937232525,0.1925820256776034,0.2246790299572039,0.18,↓,0.316771784469544,0.2155554532487187,0.3850291191668185,0.1815374698424477,0.0175299023373203,0.2392447914104574,0.3306571855740162,0.3381925438594198,0.1575445696693014,0.5125,0.3337758276673624,0.370340785332786,0.3733549286469474,0.3010957389709,10.0,0.8,0.2557379441598541,0.3202653348007802,0.3494605230929058,0.4239852198608694,0.3403730887671211,0.3661840450234915,0.3778621203403418,0.4076719990475272,matteo politano,1993.0,https://img.a.transfermarkt.technology/portrait/header/165895-1692963030.jpg,1993-08-03,Matteo Politano (165895),165895.0,10.0,10.0,Mezzala,0.4019,0.3199,0.4666,0.9919,0.3385,0.3777,0.4122,0.8504,0.3147,0.2819,0.3406,0.5507,0.2894,0.305,0.3188,0.4941,,,,,,0.136,,,0.55,,0.697,0.108,0.821,,,,,,1.0,0.938,0.5860624999999999,0.5497266249999999,0.899736147757256,0.5712401055408971,0.7683377308707124
1061,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,22.0,2001.0,34,32,2804,31.2,21,5,26,14,7,9,3,0,16.3,9.1,5.7,14.8,0.61,0.71,126,157,295,111,45,40.5,3.56,1.44,0.13,0.31,19.8,3,7,9,16.3,9.1,0.08,4.7,4.9,1089,1389,78.4,18128,4250,5,5.7,7.8,-0.7,47,78,70,14,157,1313,71,13,13,25,110,8,43,29,4,0,1089,35,18,10,14,11,39,41.0,23,7,0,7,12,47,5,2,123,3.95,78,13,12,12,7,1,19,0.61,1746,4,107,726,929,151,1737,129,54,41.9,66,51.2,1214,7040,3609,126,71,67,63,44,1451,295,3,0,0,24,37,2,110,12,18,2,0,0,88,8,7,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.674037089871612,0.1604850213980028,0.5231811697574893,0.1829529243937232,4.044222539229672,5.0392296718972895,9.468616262482168,1.12339514978602,0.5777460770328103,0.3851640513552068,0.2246790299572039,0.1604850213980028,1.5085592011412268,2.24679029957204,3.94793152639087,2.82453637660485,56.0413694721826,38.965763195435095,0.2567760342368045,0.8345221112696148,0.887185104052574,↑,0.4912253366919401,0.2223033642223248,0.4409888316244896,0.1064348440164956,0.023373203116427,0.231279901641009,0.4123226896642918,0.4297578739427331,0.1436036938943931,0.5843,0.3540675629913418,0.4264846782006549,0.4334587519120314,0.3189970798926954,40.0,0.8,0.2069582422420817,0.1755431663977529,0.4401664890789089,0.4412406450862383,0.3443388992317708,0.3317728688940394,0.4376221979665017,0.4380518603694335,mason greenwood,2001.0,https://img.a.transfermarkt.technology/portrait/header/532826-1693987766.jpg,2001-10-01,Mason Greenwood (532826),532826.0,40.0,40.0,Advanced Playmaker,0.3942,0.3188,0.5051,0.9997,0.3452,0.3741,0.4024,0.9306,0.3383,0.3082,0.3827,0.5805,0.3187,0.3303,0.3416,0.5529,,,,,,0.21,,,0.739,,0.838,0.125,0.699,,,,,,1.0,0.864,0.66075,0.570888,0.91688654353562,0.9017150395778364,0.9108179419525065
1000,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,eng Premier League,24.0,2000.0,34,34,2803,31.1,7,8,15,7,0,0,11,1,6.3,6.3,5.0,11.2,0.48,0.36,69,164,137,61,21,34.4,1.96,0.67,0.11,0.33,17.4,4,0,0,6.3,6.3,0.1,0.7,0.7,993,1269,78.3,15389,4754,8,5.0,4.7,3.0,51,128,41,10,164,1241,18,7,19,12,45,1,1,0,0,0,993,43,22,14,23,6,33,51.5,16,18,5,13,23,66,29,1,115,3.69,94,0,3,8,5,5,19,0.61,1627,35,185,830,637,92,1627,77,31,40.3,35,45.5,923,5093,2566,69,52,13,70,44,1227,137,11,1,1,38,40,7,45,23,22,1,0,0,127,40,55,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.2247591865858009,0.2568676418123439,0.2022832679272208,0.1605422761327149,2.215483410631466,5.2657866571530505,4.398858366036389,1.3806635747413485,0.7063860149839457,0.7384944702104888,0.5779521940777738,0.9311452015697468,1.6375312165536924,1.3164466642882626,3.692472351052444,4.07777381377096,52.24045665358544,29.636104174099177,1.2843382090617197,0.4816268283981448,0.3394803017602682,↓,0.3355181179446904,0.3185526145496744,0.3015172218310662,0.2026878488630514,0.1169077087735667,0.2803861062999659,0.3151245692088751,0.2806238938004881,0.2391751966839918,0.648,0.37571816581986,0.3896135509834237,0.3758132808200689,0.3592338019734704,50.0,0.2666666666666667,0.1749776659291643,0.1693417883429524,0.4033466805343551,0.3376025758113837,0.3335547896715394,0.3313004386370546,0.4249023955136157,0.3986047536244271,morgan gibbs-white,2000.0,https://img.a.transfermarkt.technology/portrait/header/429014-1687975822.jpg,2000-01-27,Morgan Gibbs-White (429014),429014.0,50.0,50.0,Advanced Playmaker,0.6776,0.341,0.5136,0.9854,0.368,0.5768,0.4667,0.9514,0.4362,0.3015,0.3706,0.5593,0.3123,0.3958,0.3518,0.5457,,,,,,0.34,,,0.773,,0.781,0.387,0.752,,,,,,1.0,1.0,0.6890625000000001,0.6890625000000001,0.9762532981530343,0.9393139841688655,0.9614775725593667
2044,Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,31.0,1993.0,35,31,2797,31.1,4,2,6,4,0,0,4,0,2.3,2.3,2.1,4.3,0.19,0.14,36,185,48,26,9,34.6,0.84,0.29,0.15,0.44,19.2,0,0,0,2.3,2.3,0.09,1.7,1.7,1678,1920,87.4,26697,7155,2,2.1,2.6,-0.1,20,168,33,2,185,1819,95,27,6,4,12,62,0,0,0,0,1678,89,53,26,39,24,76,60.5,30,29,9,20,35,124,49,4,62,2.0,52,2,1,2,1,4,13,0.42,2193,74,457,1214,534,33,2193,35,24,68.6,9,25.7,1256,6822,3691,36,42,3,24,17,1561,48,4,0,0,45,31,1,12,35,53,0,0,0,138,28,27,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.1287093314265284,0.0643546657132642,0.0740078655702538,0.0675723989989274,1.1583839828387557,5.952806578476939,1.544511977118341,2.8637826242402573,1.7053986414015014,1.1262066499821235,0.933142652842331,1.576689309974973,0.643546657132642,1.0618519842688594,1.9949946371111904,4.44047193421523,70.5648909545942,40.41473006792992,0.900965319985699,0.1930639971397926,0.0,↓,0.1731687374415462,0.5180140918968822,0.2924379588509741,0.367577845565043,0.08201094579357,0.4277679913881488,0.3017724190373274,0.1725541219617591,0.3714042437880943,0.6325,0.4708450470718739,0.4204468181315454,0.368759499301318,0.4482995480318522,14.0,0.7333333333333334,0.3263903140862192,0.1715042562483776,0.4813375659996345,0.1849212310500858,0.4302939761511021,0.3683395530159655,0.4922728769164682,0.3737063429366488,thomas partey,1993.0,https://img.a.transfermarkt.technology/portrait/header/230784-1668430877.jpg,1993-06-13,Thomas Partey (230784),230784.0,14.0,14.0,Inverted Fullback,0.4688,0.372,0.999,0.9499,0.4463,0.4489,0.5006,0.986,0.3685,0.3298,0.5806,0.561,0.3595,0.3606,0.3813,0.5754,,,,,,0.94,0.619,0.077,0.931,0.3,,,,,,,,,1.0,1.0,0.6325000000000001,0.6325000000000001,0.9827160493827161,0.721604938271605,0.8782716049382716
161,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29.0,1994.0,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0.0,0.0,0,2,0,1,0,0.0,0.03,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,752,1027,73.2,20531,13943,0,0.0,0.0,0.0,1,10,0,0,2,728,295,103,0,0,0,0,0,0,0,0,752,1,0,1,0,0,2,0.0,2,2,0,2,0,1,15,3,4,0.13,2,2,0,0,0,0,0,0.0,1087,800,1057,29,1,1,1087,1,1,100.0,0,0.0,621,3129,1797,0,0,0,0,0,486,0,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5,39.0,1.26,134.0,95.0,73.9,13.0,7.0,11.0,8.0,25.8,4.0,4.0,0.0,0.0,41.0,0.28,2.0,0.07,132.0,365.0,36.2,831.0,122.0,33.2,32.9,367.0,22.0,6.0,54.0,1.74,16.0,GK,0.0,0.0,0.0032258064516129,0.0,0.0,0.064516129032258,0.0,0.032258064516129,0.0,0.0,0.064516129032258,0.4838709677419355,0.032258064516129,0.0,0.1290322580645161,1.806451612903225,35.064516129032256,20.032258064516128,0.2258064516129032,0.0,,↓,0.0052010488469826,0.0545241355074054,0.0447123975827592,0.019170383531052,0.0205541770057899,0.0419556623295701,0.0348213405469554,0.0115430039400431,0.0371932078879131,0.7753,0.4895095376591008,0.486655808946055,0.47734447430329,0.487604555882438,10.0,0.8,0.1809987011735943,0.0175081610592669,0.1722012166576753,0.0156861794663783,0.5451267531967106,0.4797305371509795,0.5416077593903429,0.4790017445138241,kepa arrizabalaga,1994.0,https://img.a.transfermarkt.technology/portrait/header/192279-1661855851.jpg,1994-10-03,Kepa Arrizabalaga (192279),192279.0,10.0,10.0,Sweeper Keeper,0.3924,0.4397,0.3237,0.3208,0.2902,0.3078,0.4526,0.3176,0.1745,0.1935,0.1471,0.1459,0.1337,0.1407,0.1986,0.1446,0.753,0.727,0.893,0.857,0.516,,,,,,,,,,,,,,1.0,1.0,26.988300000000002,26.988300000000002,0.922077922077922,0.6948051948051948,0.8311688311688311
1226,Ko Itakura,jp JPN,DF,Gladbach,de Bundesliga,27.0,1997.0,31,31,2790,31.0,3,0,3,3,0,0,5,0,1.6,1.6,0.8,2.5,0.1,0.08,23,69,5,21,7,33.3,0.68,0.23,0.14,0.43,13.4,0,0,0,1.6,1.6,0.08,1.4,1.4,1617,1817,89.0,29287,9848,0,0.8,1.5,-0.8,7,60,8,4,69,1759,53,28,1,3,9,2,0,0,0,0,1617,40,29,23,16,1,34,61.8,13,41,22,19,28,68,171,0,25,0.81,17,0,1,5,1,1,1,0.03,2170,326,1187,916,80,32,2170,23,12,52.2,10,43.5,1326,6644,3528,23,17,0,9,8,1513,5,5,0,0,28,12,1,9,28,29,0,1,0,95,65,35,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0967741935483871,0.0,0.0516129032258064,0.0258064516129032,0.7419354838709677,2.225806451612903,0.1612903225806451,1.2903225806451613,0.935483870967742,0.9032258064516128,1.3225806451612905,5.516129032258065,0.2258064516129032,0.2580645161290322,0.8064516129032258,3.064516129032258,70.0,42.774193548387096,2.096774193548387,0.0967741935483871,,↓,0.070859373023857,0.3156979684502755,0.1909188831300258,0.4297676867525521,0.1908602150537634,0.3249630668769085,0.1798568471622251,0.091215563193464,0.3130059596767167,0.4336,0.3698285303992979,0.3117860425134245,0.2763295289259201,0.3650456875192212,12.0,0.6666666666666667,0.4336101659431316,0.2039045949382329,0.3827928878690208,0.0879382145835774,0.4132873700257871,0.3214051416238276,0.3929604587961428,0.2750185894819655,ko itakura,1997.0,https://img.a.transfermarkt.technology/portrait/header/355816-1662966245.jpg,1997-01-27,Ko Itakura (355816),355816.0,12.0,12.0,Stopper,0.4076,0.6271,0.4063,0.7419,0.8252,0.4614,0.4377,0.9471,0.3032,0.391,0.3027,0.4369,0.4702,0.3247,0.3152,0.519,,,,,,0.233,0.404,0.858,0.156,0.763,,,,,,,,,1.0,0.915,0.4336,0.396744,0.6938271604938272,0.6962962962962963,0.6948148148148149
2107,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,24.0,1999.0,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1244,1547,80.4,28204,17534,0,0.0,0.1,0.0,0,22,1,0,1,1371,174,67,0,1,0,0,0,0,0,0,1244,1,1,1,0,0,0,,0,0,0,0,0,1,24,1,2,0.06,2,0,0,0,0,0,0,0.0,1647,1040,1631,16,0,0,1647,1,1,100.0,0,0.0,1094,4491,2462,1,0,0,0,0,1110,0,2,0,0,0,3,0,0,0,1,0,0,0,58,4,0,100.0,38.0,1.23,147.0,110.0,78.9,15.0,8.0,8.0,10.0,32.3,8.0,7.0,1.0,0.0,45.9,0.27,9.9,0.32,117.0,361.0,32.4,1438.0,127.0,20.9,27.4,491.0,41.0,8.4,47.0,1.52,15.2,GK,0.0,0.0,0.0,0.0,0.032258064516129,0.032258064516129,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.7741935483870968,0.0,0.032258064516129,0.064516129032258,1.870967741935484,53.12903225806452,35.29032258064516,0.1290322580645161,0.0,0.0,↓,0.0028650155531875,0.0591236892138809,0.0996255956495306,0.0242066939484693,0.0117452440033085,0.0567489719213874,0.0624970403334978,0.0221229356045664,0.0385498290948849,0.9282,0.4954268614958277,0.4977260888606719,0.4815764469690993,0.4881472043652267,7.0,0.8666666666666667,0.1983257515538727,0.0154518053124053,0.2254899254659579,0.0298876786948592,0.5520575733488219,0.4789079948522349,0.5629232429136559,0.4846823442052164,dorde petrovic,,https://img.a.transfermarkt.technology/portrait/header/465555-1714721408.jpg,1999-10-08,,465555.0,20.0,20.0,Sweeper Keeper,0.3925,0.4238,0.326,0.3223,0.2902,0.3008,0.435,0.3044,0.1831,0.1956,0.1565,0.155,0.1422,0.1464,0.2001,0.1479,0.961,0.974,0.831,0.782,0.13,,,,,,,,,,,,,,1.0,0.864,31.480100000000004,27.198806400000002,0.935064935064935,0.8766233766233766,0.9116883116883117
1063,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27.0,1997.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,735,1047,70.2,22443,17751,0,0.0,0.1,0.0,0,17,2,0,0,745,295,102,0,2,0,0,0,0,0,0,735,0,0,0,0,0,0,,0,0,0,0,0,0,13,1,5,0.16,3,2,0,0,0,0,0,0.0,1109,906,1098,11,0,0,1109,2,2,100.0,0,0.0,621,2993,1668,0,0,0,1,0,526,0,1,0,0,0,3,0,0,0,0,0,0,0,42,7,2,77.8,34.0,1.1,116.0,83.0,72.4,11.0,8.0,12.0,7.0,22.6,2.0,2.0,0.0,0.0,33.9,0.28,0.9,0.03,191.0,475.0,40.2,847.0,126.0,41.9,36.4,511.0,15.0,2.9,21.0,0.68,12.9,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4193548387096774,0.0,0.064516129032258,0.1612903225806451,1.3548387096774193,35.774193548387096,20.032258064516128,0.2258064516129032,0.0,0.05,↑,0.006534491480728,0.0385801585711423,0.0433029637325839,0.0117329533186509,0.0205541770057899,0.0314705580276832,0.0313278610247388,0.0119278384868808,0.0273618618666813,0.5551,0.485315495938346,0.4852584171371683,0.4774984081220251,0.4836720174739453,6.0,0.9333333333333332,0.203979225421122,0.0144262773231603,0.1522846730374815,0.0129908891197751,0.5543189628957216,0.4784977836565369,0.5336411419422654,0.4779236283751829,dominik greif,1997.0,https://img.a.transfermarkt.technology/portrait/header/316884-1581331466.png,1997-04-06,Dominik Greif (316884),316884.0,6.0,6.0,Traditional Keeper,0.3343,0.2912,0.3203,0.3543,0.2891,0.3128,0.3325,0.3033,0.1485,0.1312,0.1429,0.1565,0.1304,0.1399,0.1478,0.1361,0.692,0.584,0.244,0.373,0.789,,,,,,,,,,,,,,1.0,0.932,25.860200000000003,24.101706400000005,0.7857142857142857,0.5292207792207793,0.6831168831168831
1239,Karl Jakob Hein,ee EST,GK,Valladolid,es La Liga,22.0,2002.0,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,856,1167,73.4,24822,17328,0,0.0,0.1,0.0,0,22,0,0,0,841,324,100,0,1,0,0,0,0,0,0,856,0,0,0,0,0,2,0.0,2,0,0,0,0,0,19,2,4,0.13,2,2,0,0,0,0,0,0.0,1254,1064,1237,17,0,0,1254,0,0,,0,,643,3151,1987,0,0,0,3,0,586,0,0,0,0,0,2,0,0,0,0,0,0,0,43,7,0,100.0,68.0,2.19,163.0,96.0,60.7,4.0,4.0,23.0,5.0,16.1,4.0,4.0,0.0,0.0,58.8,0.35,-8.2,-0.27,165.0,452.0,36.5,941.0,136.0,32.6,33.9,474.0,34.0,7.2,34.0,1.1,14.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,0.0,0.0,0.1290322580645161,1.3870967741935485,40.45161290322581,20.741935483870968,0.2258064516129032,0.0,0.0,↓,0.0032178414974113,0.0396070068981309,0.0458601803718151,0.0171481625426436,0.0205541770057899,0.0341199882862216,0.0318168440147571,0.0107809568230687,0.0292290883361738,0.203,0.4863752680417614,0.4854540103331756,0.4770396554565003,0.4844189080617423,7.0,1.0,0.2224570075172484,0.0156120040006577,0.1687669675944623,0.0137580541115445,0.5617100757341722,0.4789720743275359,0.5402340597650577,0.4782304943718906,karl jakob hein,,,,,,,7.0,Sweeper Keeper,0.3719,0.3951,0.3217,0.2891,0.2891,0.3075,0.403,0.3073,0.1642,0.1735,0.1441,0.1311,0.1311,0.1384,0.1766,0.1383,0.123,0.026,0.588,0.565,0.5,,,,,,,,,,,,,,1.0,0.932,18.607300000000002,17.3420036,0.5064935064935064,0.5876623376623377,0.5389610389610389
347,Daley Blind,nl NED,DF,Girona,es La Liga,34.0,1990.0,34,31,2780,30.9,0,2,2,0,0,0,2,0,0.5,0.5,1.6,2.1,0.06,0.07,71,272,61,10,4,40.0,0.32,0.13,0.0,0.0,19.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,2318,2610,88.8,42632,14890,2,1.6,2.5,0.4,19,310,26,8,272,2402,198,65,4,32,42,119,1,0,0,0,2318,49,27,26,19,4,48,64.6,17,32,9,23,32,81,94,2,47,1.52,43,2,0,0,0,2,7,0.23,2860,172,910,1600,364,21,2860,28,15,53.6,11,39.3,1862,10086,5550,71,67,3,16,12,2151,61,2,0,0,19,16,1,42,32,27,0,0,0,116,17,24,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0,0.0647482014388489,0.0161870503597122,0.0517985611510791,2.2985611510791366,8.805755395683454,1.974820143884892,1.5863309352517985,0.8741007194244604,1.0359712230215827,1.0359712230215827,3.0431654676258995,0.6151079136690647,0.841726618705036,1.5215827338129495,3.755395683453237,92.58992805755396,60.280575539568346,0.5503597122302158,0.0647482014388489,0.0,↓,0.1191614511304766,0.3598950723548725,0.455225500455706,0.3433717428203837,0.0500968456004427,0.3740041591146925,0.3353402000379705,0.2051581997570989,0.2783146832826428,0.519,0.4660792005701289,0.4506136169394401,0.3985408168270915,0.4278034102373091,1.5,0.8666666666666667,0.3596285679029147,0.1715427427386258,0.4815952801688086,0.2289651247971302,0.4603289640854179,0.3850946340197023,0.5091156489917754,0.408063586843104,daley blind,1990.0,https://img.a.transfermarkt.technology/portrait/header/12282-1718096647.jpg,1990-03-09,Daley Blind (12282),12282.0,1.5,1.5,Wing-Back,0.4351,0.3577,0.9999,0.8621,0.3872,0.4133,0.4703,0.9968,0.3476,0.3167,0.5735,0.5184,0.3285,0.3389,0.3617,0.5723,,,,,,0.432,0.546,0.379,0.996,0.123,,,,,,,,,1.0,0.932,0.519,0.483708,0.8530864197530864,0.13148148148148148,0.5644444444444444
