Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,position,Gls_p90,Ast_p90,xG_p90,xAG_p90,PrgC_p90,PrgP_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,KP_p90,PPA_p90,SCA_p90,Recov_p90,Touches_p90,Carries_p90,Won_p90,ga_p90_2425,ga_p90_current,form_arrow,attack_score,press_score,buildup_score,defend_score,aerial_score,fit_highpress,fit_tikitaka,fit_counter,fit_gegenpresss,quality_score,combined_fit_highpress,combined_fit_tikitaka,combined_fit_counter,combined_fit_gegenpresss,value_m,discipline,fit_parkthebus,fit_longball,fit_highline,fit_false9,combined_fit_parkthebus,combined_fit_longball,combined_fit_highline,combined_fit_false9,name_normalized,birth_year,player_image_url,date_of_birth,player_name,player_id,market_value_current,final_value,sub_position,fit_gegenpress,fit_high_press,fit_tiki-taka,fit_counter_attack,fit_park_the_bus,fit_long_ball,fit_high_line,fit_false_9,combined_fit_gegenpress,combined_fit_high_press,combined_fit_tiki-taka,combined_fit_counter_attack,combined_fit_park_the_bus,combined_fit_long_ball,combined_fit_high_line,combined_fit_false_9,pct_Save%,pct_PSxG+/-,pct_#OPA/90,pct_AvgDist,pct_Launch%,pct_Tkl_p90,pct_Int_p90,pct_Clr_p90,pct_PrgP_p90,pct_Won_p90,pct_SCA_p90,pct_press_score,pct_KP_p90,pct_xG_p90,pct_Gls_p90,pct_PrgC_p90,pct_Sh/90,pct_Mid 3rd_stats_possession,min_conf,league_mult,raw_score,score_adjusted,stats_pct,value_pct,quality_final
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24.0,1999.0,35,12,1375,15.3,5,1,6,5,0,0,4,0,6.6,6.6,1.3,7.9,0.39,0.52,17,25,83,57,15,26.3,3.73,0.98,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6,230,335,68.7,2878,544,1,1.3,0.9,-0.3,12,21,4,0,25,319,15,0,1,0,2,1,0,0,0,0,230,11,8,3,5,3,15,6.7,14,11,1,10,2,13,10,0,43,2.82,28,0,1,11,1,2,3,0.2,509,12,36,246,236,74,509,25,16,64.0,8,32.0,250,1249,490,17,15,9,43,17,352,83,4,0,0,44,17,8,2,2,8,0,0,0,54,79,89,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0.3272727272727272,0.0654545454545454,0.4319999999999999,0.085090909090909,1.1127272727272726,1.6363636363636362,5.432727272727273,0.72,0.5236363636363636,0.1309090909090909,0.72,0.6545454545454545,0.7854545454545454,0.2618181818181818,2.8145454545454545,3.534545454545454,33.31636363636363,16.363636363636363,5.170909090909091,0.3927272727272727,0.3098106712564544,↓,0.2556920613784644,0.1967762852176443,0.1678235184023417,0.1349814475625956,0.4706853146853147,0.1724472805580692,0.1999746346582391,0.1878097100419156,0.2498048331707997,0.6294,0.2146053191334512,0.2256162607735191,0.2207502909269898,0.2455483401785434,1.5,0.7333333333333334,0.3461037195263985,0.2371785271797849,0.2670180445273579,0.2120611711120163,0.2840678947207829,0.2404978177821375,0.2524336247211667,0.23045087535503,daniel mosquera,1999.0,https://img.a.transfermarkt.technology/portrait/header/651569-1722324016.jpg,1999-10-20,Daniel Mosquera (651569),651569.0,1.5,1.5,Pressing Forward,0.4186,0.3059,0.3751,0.8499,0.6436,0.7789,0.4152,0.6239,0.299,0.2539,0.2816,0.4715,0.389,0.4431,0.2977,0.3811,,,,,,,,,,0.942,0.707,0.671,,0.662,0.458,0.387,0.92,0.518,0.6,0.938,0.5548,0.3122414399999999,0.5422222222222223,0.07777777777777778,0.35644444444444445
1039,Urko González,es ESP,MF,Espanyol,es La Liga,23.0,2001.0,17,16,1374,15.3,0,2,2,0,0,0,2,0,0.5,0.5,0.7,1.3,0.13,0.08,18,62,8,4,2,50.0,0.26,0.13,0.0,0.0,15.8,0,0,0,0.5,0.5,0.14,-0.5,-0.5,335,432,77.5,5763,1784,2,0.7,0.8,1.3,10,37,5,0,62,425,6,4,2,1,3,1,1,0,1,0,335,46,28,24,21,1,44,63.6,16,27,12,15,8,54,39,1,23,1.51,19,0,2,1,1,0,5,0.33,610,65,205,334,83,11,610,17,6,35.3,10,58.8,306,1953,1133,18,14,3,18,12,316,8,2,0,0,15,11,1,3,8,28,0,1,0,71,20,15,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.0,0.131004366812227,0.0327510917030567,0.0458515283842794,1.1790393013100435,4.061135371179039,0.5240174672489083,3.0131004366812224,1.8340611353711789,0.5240174672489083,1.7685589519650653,2.554585152838428,0.6550218340611353,0.3275109170305676,1.5065502183406112,4.650655021834061,39.956331877729255,20.04366812227074,1.310043668122271,0.131004366812227,0.0548780487804878,↓,0.1010673866629596,0.4846864478339909,0.1630904401208253,0.4205943930333397,0.1192475646624118,0.4011396298511624,0.2088027256260987,0.1111239813679457,0.3773037133409334,0.4565,0.2893138689803778,0.2123791072903524,0.1733076095870912,0.2797795023762862,1.2,0.8666666666666667,0.399199840851415,0.183632274162095,0.3725150431731651,0.1240844039130412,0.2885379533804789,0.2023109267047509,0.2778640343091789,0.1784917786051294,urko gonzalez,,,,,,,1.2,Defensive Midfielder,0.6725,0.3409,0.468,0.5616,0.4307,0.6111,0.4769,0.6597,0.4244,0.2918,0.3426,0.38,0.3277,0.3998,0.3462,0.4193,,,,,,0.935,,,0.526,,0.095,0.813,0.195,,,,,,0.6,0.932,0.38525000000000004,0.21543180000000003,0.35883905013192613,0.04947229551451187,0.23509234828496042
2040,Leandro Paredes,ar ARG,MF,Roma,it Serie A,30.0,1994.0,22,15,1373,15.3,3,1,4,1,2,2,4,0,2.3,0.7,1.5,2.2,0.13,0.25,17,106,14,24,7,29.2,1.57,0.46,0.04,0.14,29.3,5,2,2,2.3,0.7,0.03,0.7,0.3,1105,1256,88.0,21192,6511,1,1.5,1.6,-0.5,21,110,15,3,106,1144,107,66,6,11,57,4,37,12,21,0,1105,26,14,9,12,5,32,50.0,16,14,5,9,19,45,33,2,48,3.15,33,9,1,3,0,2,2,0.13,1381,78,357,827,208,5,1379,3,3,100.0,0,0.0,826,4085,2020,17,16,0,6,1,996,14,4,0,0,15,16,0,57,19,14,0,1,0,83,9,2,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.1966496722505462,0.065549890750182,0.1507647487254187,0.0983248361252731,1.1143481427530952,6.9482884195193,0.9176984705025492,1.704297159504734,0.9176984705025492,1.2454479242534595,0.9176984705025492,2.163146394756009,1.3765477057538236,0.9832483612527312,3.14639475600874,5.440640932265112,90.52439912600146,54.1442097596504,0.5899490167516387,0.2621995630007283,,↓,0.2644523655816842,0.4426934442670953,0.3535576945454336,0.3318433323715151,0.0537004874222645,0.3916112607540889,0.3446532458006411,0.229375151815949,0.3177326770819926,0.6987,0.3297466984581838,0.3109634924768047,0.2648522548829278,0.3001952649893453,5.0,0.7333333333333334,0.3152350391835374,0.1956869791041191,0.4937519439959218,0.2628301639098128,0.2991962098299632,0.2513769857981959,0.3706029717549169,0.2782342597204733,leandro paredes,1994.0,https://img.a.transfermarkt.technology/portrait/header/166237-1692881087.jpg,1994-06-29,Leandro Paredes (166237),166237.0,5.0,5.0,Box-to-Box Midfielder,0.7128,0.3731,0.581,0.4462,0.3998,0.6253,0.5443,0.9468,0.474,0.3381,0.4213,0.3674,0.3488,0.439,0.4066,0.5676,,,,,,0.518,,,0.923,,0.629,0.704,0.637,,,,,,0.6,0.938,0.6836875,0.38477932499999995,0.6978891820580475,0.329155672823219,0.5503957783641161
1703,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24.0,1999.0,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,0.66,0.41,38,69,80,25,10,40.0,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9,461,619,74.5,8501,2790,6,5.2,4.3,0.8,37,40,36,10,69,516,99,32,8,5,105,5,45,32,5,4,461,13,8,6,5,2,21,42.9,12,7,0,7,6,19,2,1,72,4.73,39,22,6,2,2,1,10,0.66,748,6,73,328,368,25,748,45,24,53.3,20,44.4,443,2674,1162,38,34,5,26,33,510,80,1,0,0,6,18,1,105,6,8,0,0,0,76,3,17,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.262582056892779,0.3938730853391685,0.0722100656455142,0.3413566739606127,2.4945295404814005,4.529540481400438,5.2516411378555805,0.8533916849015317,0.525164113785558,0.3938730853391685,0.4595185995623632,0.1312910284463895,2.428884026258206,2.3632385120350112,4.726477024070023,4.989059080962801,49.10284463894968,29.08096280087528,0.1969365426695842,0.6564551422319476,0.1283880171184022,↓,0.4858827081007394,0.2747606606147359,0.3015060418476996,0.1228006374836455,0.0179262750378724,0.2345217299220015,0.3514699654770188,0.362424202222254,0.1725620584377474,0.635,0.3346306283921073,0.3814099226141142,0.3857916173122083,0.3098467597984057,25.0,0.9333333333333332,0.2372287743009425,0.1763070753205635,0.3938737489617938,0.4934646409411025,0.3357134461436837,0.3113447665515321,0.3983714360080242,0.4382077927997477,dwight mcneil,1999.0,https://img.a.transfermarkt.technology/portrait/header/584769-1700651579.jpg,1999-11-22,Dwight McNeil (584769),584769.0,25.0,25.0,Advanced Playmaker,0.4765,0.3223,0.5965,0.9617,0.3346,0.4339,0.4828,0.6937,0.3575,0.2958,0.4055,0.5516,0.3008,0.3405,0.36,0.4444,,,,,,0.102,,,0.639,,0.934,0.248,0.946,,,,,,0.6,1.0,0.7072499999999999,0.42434999999999995,0.7810026385224275,0.8087071240105541,0.7920844327176781
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,0.46,0.47,89,22,170,46,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.1,0.4,0.4,263,377,69.8,3844,521,2,2.6,2.1,-0.6,24,8,7,1,22,370,4,1,1,3,40,3,0,0,0,0,263,8,3,3,2,3,12,33.3,8,8,0,8,5,13,5,1,59,3.87,32,0,12,9,6,0,7,0.46,551,2,44,139,374,114,551,63,25,39.7,31,49.2,374,2856,1693,89,39,47,29,20,428,170,1,1,0,15,31,6,40,5,3,1,0,0,37,3,14,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,0.3282275711159738,0.1312910284463895,0.3019693654266958,0.1706783369803063,5.842450765864333,1.4442013129102846,11.159737417943107,0.525164113785558,0.1969365426695842,0.3282275711159738,0.525164113785558,0.3282275711159738,1.5754923413566742,0.4595185995623632,3.8730853391684894,2.428884026258206,36.17067833698031,24.55142231947484,0.1969365426695842,0.4595185995623632,0.2884615384615384,↓,0.336579595237481,0.1451440262782562,0.3709632809343232,0.1018767282997844,0.0179262750378724,0.1773276878159281,0.3154843242940571,0.3810920838689906,0.1025227639735423,0.3666,0.2078172211342938,0.2630798757255453,0.2893229795555188,0.1778952515973394,9.75,0.9333333333333332,0.2332114090920484,0.0866699237304407,0.3300706225030738,0.4387538838548209,0.2301707096447419,0.1715541155000988,0.268914395009152,0.3123876995498509,alfon,,,,,,,9.75,Mezzala,0.3763,0.3118,0.3689,0.9833,0.3195,0.3605,0.3854,0.559,0.2874,0.2616,0.2844,0.5302,0.2647,0.2811,0.291,0.3605,,,,,,0.029,,,0.026,,0.822,0.026,0.732,,,,,,0.6,0.932,0.45181249999999995,0.25265354999999995,0.449868073878628,0.5164907651715039,0.47651715039577835
1126,Ridgeciano Haps,sr SUR,DF,Venezia,it Serie A,31.0,1993.0,25,14,1369,15.2,1,1,2,1,0,0,3,0,1.2,1.2,0.7,1.9,0.13,0.13,26,52,47,15,3,20.0,0.99,0.2,0.07,0.33,17.5,0,0,0,1.2,1.2,0.08,-0.2,-0.2,460,592,77.7,7888,2684,1,0.7,0.8,0.3,7,33,12,6,52,496,90,5,0,6,26,79,0,0,0,0,460,30,16,19,8,3,22,63.6,8,18,3,15,7,37,48,0,20,1.31,16,0,1,2,1,0,2,0.13,738,58,250,328,169,26,738,15,5,33.3,6,40.0,365,2024,1161,26,12,7,13,6,420,47,3,0,0,14,16,1,26,7,16,0,1,0,54,14,18,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0657414170927684,0.0657414170927684,0.0788897005113221,0.0460189919649379,1.7092768444119797,3.4185536888239594,3.089846603360117,1.9722425127830527,1.051862673484295,0.4601899196493791,1.183345507669832,3.155588020452885,0.4601899196493791,0.7888970051132214,1.314828341855369,3.550036523009496,48.51716581446311,23.995617238860483,0.9203798392987582,0.1314828341855368,,↓,0.1213871931682903,0.3312343850107134,0.2115554537897743,0.3184999513987964,0.0837781648592459,0.3034782686829505,0.2084407618475169,0.1435565448714985,0.2661867215698673,0.3895,0.2515331383515412,0.2135181356173677,0.1875644488269603,0.2366165195063079,7.0,0.8,0.3495817574493327,0.15933097725241,0.3450609351879545,0.1552059015137696,0.2699745338580941,0.193874221779325,0.2681662049535428,0.1922241914838688,ridgeciano haps,1993.0,https://img.a.transfermarkt.technology/portrait/header/228444-1630656845.jpg,1993-06-12,Ridgeciano Haps (228444),228444.0,0.9,0.9,Wing-Back,0.4261,0.3287,0.8305,0.552,0.3832,0.4235,0.4327,0.6478,0.3034,0.2644,0.4652,0.3538,0.2862,0.3024,0.306,0.3921,,,,,,0.646,0.061,0.407,0.528,0.307,,,,,,,,,0.6,0.938,0.38945,0.21918246,0.30246913580246915,0.053703703703703705,0.20296296296296298
1488,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,17.0,2006.0,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,0.07,0.04,37,71,37,3,1,33.3,0.2,0.07,0.33,1.0,14.7,0,0,0,0.2,0.2,0.05,0.8,0.8,708,776,91.2,10525,2307,0,0.4,0.5,-0.4,8,66,10,2,71,660,111,17,3,2,10,94,0,0,0,0,708,22,14,10,9,3,11,90.9,1,4,1,3,7,29,27,0,29,1.91,21,0,1,1,6,0,0,0.0,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0657414170927684,0.0,0.0131482834185536,0.0262965668371073,2.4324324324324325,4.66764061358656,2.4324324324324325,1.4463111760409058,0.9203798392987582,0.4601899196493791,0.2629656683710737,1.775018261504748,0.5259313367421475,0.6574141709276845,1.906501095690285,3.484295105916728,59.49598246895545,34.5799853907962,0.7231555880204529,0.0657414170927684,0.0,↓,0.1180178540816668,0.2931987464531975,0.2815997326921123,0.1891461161721854,0.0658257009608361,0.2596631546166768,0.2348449718611957,0.173037286217246,0.2103423275098541,0.308,0.2260579447991267,0.2161306716969342,0.1914075974393543,0.2063296139563976,45.0,0.8,0.2757463462621296,0.1046317946209686,0.4212555419353658,0.1632818333459229,0.2324912214573078,0.1640454008008434,0.2906948997266023,0.1875054162908251,myles lewis-skelly,2006.0,https://img.a.transfermarkt.technology/portrait/header/890721-1682599516.jpg,2006-09-26,Myles Lewis-Skelly (890721),890721.0,45.0,45.0,Wing-Back,0.4217,0.3265,0.934,0.8039,0.3611,0.413,0.4303,0.7841,0.2905,0.2524,0.4954,0.4434,0.2662,0.287,0.2939,0.4354,,,,,,0.335,0.061,0.104,0.814,0.204,,,,,,,,,0.6,1.0,0.308,0.1848,0.22098765432098766,0.9567901234567902,0.5153086419753087
2493,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22.0,2002.0,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,372,513,72.5,9405,6649,0,0.0,0.0,0.0,0,2,0,0,0,411,101,28,0,1,0,0,0,0,0,0,372,0,0,0,0,0,0,,0,0,0,0,0,0,11,2,1,0.07,1,0,0,0,0,0,0,0.0,566,486,561,5,0,0,566,0,0,,0,,341,1802,1156,0,0,0,0,0,304,0,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0,23.0,1.51,83.0,60.0,77.1,2.0,6.0,8.0,0.0,0.0,5.0,4.0,1.0,0.0,25.2,0.26,3.2,0.21,48.0,161.0,29.8,439.0,51.0,29.4,31.6,249.0,12.0,4.8,13.0,0.86,10.8,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7242136064374544,0.0,0.0,0.0658376005852231,0.9875640087783468,37.26408193123629,22.450621799561084,0.3291880029261156,0.0,,↓,0.0016418759652117,0.0268889607940755,0.0520171764358601,0.0202624690422259,0.0299645489843002,0.0299266563968776,0.0318789431663087,0.0112243732697779,0.0260012349036693,0.7218,0.1972231878112763,0.1980041025190487,0.1897422745604364,0.195653019213993,6.0,0.9333333333333332,0.2149053769520714,0.0187272094815728,0.162089096718832,0.015605152930758,0.2712146760333538,0.1927434090451543,0.250088163940058,0.1914945864248284,filip stankovic,2002.0,https://img.a.transfermarkt.technology/portrait/header/552223-1677782675.PNG,2002-02-25,Filip Stanković (552223),552223.0,6.0,6.0,Sweeper Keeper,0.3493,0.3701,0.3213,0.2891,0.2891,0.3056,0.3762,0.2952,0.1552,0.1635,0.144,0.1311,0.1311,0.1377,0.166,0.1336,0.916,0.831,0.357,0.11,0.364,,,,,,,,,,,,,,0.6,0.938,28.3686,15.965848079999999,0.461038961038961,0.5292207792207793,0.4883116883116883
2727,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32.0,1991.0,18,16,1367,15.2,1,0,1,0,1,1,6,0,0.8,0.0,0.0,0.0,0.0,0.05,11,70,2,0,0,,0.0,0.0,,,,0,1,1,0.8,0.0,,0.2,0.0,790,897,88.1,16194,7116,0,0.0,0.3,0.0,2,71,8,0,70,828,67,38,0,3,0,2,0,0,0,0,790,12,8,7,5,0,13,61.5,5,16,8,8,9,21,75,1,17,1.12,15,2,0,0,0,0,0,0.0,1030,139,524,508,10,2,1029,5,4,80.0,1,20.0,560,2491,1303,11,3,1,5,2,619,2,6,0,0,10,7,0,0,9,8,0,1,0,90,14,13,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0658376005852231,0.0,0.0526700804681785,0.0,0.7242136064374544,4.6086320409656185,0.1316752011704462,0.7900512070226774,0.5267008046817849,0.5925384052670081,1.05340160936357,4.937820043891734,0.1316752011704462,0.5267008046817849,1.1192392099487931,5.925384052670081,67.81272860277981,36.86905632772495,0.9217264081931236,0.0658376005852231,,↓,0.0717967256008169,0.3205550484562007,0.2209099180180561,0.3281954914504736,0.0839007371560407,0.3029181552668537,0.1961049863805133,0.0972620025442259,0.2633015813797289,0.3677,0.2713976826946268,0.2286724151400906,0.1891352216055757,0.2555510531397769,1.0,0.6,0.3429305619635842,0.1312548979981311,0.3889147641899542,0.0771000475262158,0.287402645373319,0.2027323797871378,0.3057963262638671,0.1810704395983716,kevin vogt,1991.0,https://img.a.transfermarkt.technology/portrait/header/84435-1753298205.jpg,1991-09-23,Kevin Vogt (84435),84435.0,1.0,1.0,Wing-Back,0.514,0.3343,0.9433,0.4631,0.3387,0.4942,0.5283,0.7858,0.3324,0.2605,0.5041,0.312,0.2623,0.3245,0.3381,0.4411,,,,,,0.035,0.135,0.783,0.807,0.309,,,,,,,,,0.6,0.915,0.3677,0.20186730000000003,0.27037037037037037,0.06851851851851852,0.18962962962962962
1155,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,23.0,2001.0,18,15,1366,15.2,1,0,1,1,0,0,3,0,1.2,1.2,0.0,1.2,0.07,0.08,7,38,1,12,3,25.0,0.79,0.2,0.08,0.33,11.2,0,0,0,1.2,1.2,0.1,-0.2,-0.2,625,732,85.4,11580,4279,0,0.0,0.1,0.0,0,29,0,0,38,694,36,22,0,6,2,8,0,0,0,0,625,17,11,9,5,3,15,60.0,6,20,14,6,12,29,65,2,13,0.86,10,0,0,3,0,0,0,0.0,871,90,419,422,34,17,871,1,1,100.0,0,0.0,505,2196,1149,7,3,0,4,1,585,1,3,0,0,25,2,0,2,12,11,0,1,0,36,29,11,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0658857979502196,0.0,0.0790629575402635,0.0,0.4612005856515374,2.5036603221083458,0.0658857979502196,1.1200585651537336,0.7247437774524158,0.7906295754026355,1.3177159590043923,4.282576866764275,0.0,0.0,0.8565153733528551,2.3718887262079065,57.38653001464129,33.27232796486091,1.910688140556369,0.0658857979502196,0.0697674418604651,↑,0.0423896400922496,0.2580030404803082,0.1557953728922358,0.3674596697505229,0.1739216127942336,0.2703984957437582,0.1422151865698545,0.0632956800368995,0.2643468408763432,0.3596,0.2421938410729914,0.1909205174034299,0.1593527147902479,0.2397731791260254,4.0,0.8,0.4126796224801686,0.1710913663872043,0.3327842523317637,0.0475147025412724,0.2991062917675556,0.2024709893303698,0.2671481437081936,0.153040323791997,jorge herrando,2001.0,https://img.a.transfermarkt.technology/portrait/header/555500-1732219992.jpg,2001-02-28,Jorge Herrando (555500),555500.0,4.0,4.0,Stopper,0.3799,0.5705,0.4146,0.3423,0.758,0.4326,0.5826,0.7143,0.2672,0.3434,0.281,0.2521,0.4184,0.2882,0.3482,0.4009,,,,,,0.144,0.284,0.667,0.231,0.709,,,,,,,,,0.6,0.932,0.3596,0.20108832,0.2691358024691358,0.37160493827160496,0.31012345679012343
1475,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30.0,1993.0,17,15,1364,15.2,1,3,4,1,0,0,4,0,1.4,1.4,1.1,2.5,0.26,0.17,8,48,21,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,493,613,80.4,9479,2966,3,1.1,1.2,1.9,10,43,13,4,48,582,26,9,6,4,10,9,0,0,0,0,493,51,31,27,19,5,29,69.0,9,12,7,5,27,78,50,3,26,1.71,21,0,2,2,0,1,5,0.33,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,0.0659824046920821,0.1979472140762463,0.0923753665689149,0.0725806451612903,0.5278592375366569,3.1671554252199416,1.3856304985337244,3.365102639296188,2.0454545454545454,1.781524926686217,0.7917888563049854,3.2991202346041058,0.6598240469208211,0.8577712609970675,1.715542521994135,4.816715542521995,53.37976539589443,25.205278592375368,1.6495601173020529,0.2639296187683284,,↓,0.1542513688717066,0.6436962056912526,0.1619718393873637,0.4927643000103621,0.1501522670877509,0.5020717607262077,0.2560005714934444,0.1220432855544148,0.4825772446201546,0.7319,0.4373945808496493,0.3389661051565439,0.2853831907809321,0.429596774407228,7.5,0.7333333333333334,0.4195626734056354,0.2341358037631754,0.4422735065282971,0.1475514074422106,0.4043909459214203,0.3302201980644363,0.4134752791704851,0.2955864395360504,mario lemina,1993.0,https://img.a.transfermarkt.technology/portrait/header/170934-1667549900.jpg,1993-09-01,Mario Lemina (170934),170934.0,7.5,7.5,Inverted Fullback,0.4894,0.4129,0.8589,0.6706,0.4932,0.4937,0.549,0.7046,0.3886,0.358,0.5364,0.4611,0.3901,0.3903,0.4124,0.4747,,,,,,0.983,0.951,0.444,0.438,0.628,,,,,,,,,0.6,1.0,0.7319,0.43914,0.7753086419753087,0.5925925925925926,0.7022222222222223
138,Antony,br BRA,FW,Betis,es La Liga,24.0,2000.0,17,15,1362,15.1,5,2,7,5,0,0,2,1,2.9,2.9,3.5,6.3,0.46,0.42,94,67,157,43,17,39.5,2.84,1.12,0.12,0.29,19.9,1,0,0,2.9,2.9,0.07,2.1,2.1,622,768,81.0,8403,2211,2,3.5,2.9,-1.5,36,34,43,7,67,722,45,11,7,5,40,20,14,4,4,0,622,25,11,6,9,10,22,36.4,14,12,1,11,10,35,9,1,77,5.09,61,4,5,4,3,0,9,0.6,982,9,100,315,585,63,982,63,24,38.1,33,52.4,663,4570,2729,94,77,30,53,20,751,157,2,1,0,15,27,1,40,10,11,1,0,0,73,5,14,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FW,0.3303964757709251,0.13215859030837,0.1916299559471365,0.2312775330396476,6.211453744493392,4.427312775330397,10.374449339207048,1.6519823788546255,0.7268722466960352,0.6607929515418502,0.7929515418502203,0.5947136563876653,2.378854625550661,2.841409691629956,5.088105726872247,4.823788546255507,64.8898678414097,43.81057268722467,0.3303964757709251,0.4625550660792952,0.6118980169971672,↑,0.5017810318464209,0.3496954693899523,0.5012631305303765,0.2062511388859278,0.0300745509996611,0.3369757024668298,0.4711049686971049,0.4985072089565469,0.2339291571663733,0.5501,0.3810856835639178,0.4347373900560279,0.4456982861598046,0.3398670654437353,35.0,0.8666666666666667,0.2645271437641917,0.1328592605435545,0.5109722297828828,0.5553749203250227,0.3521062600828626,0.2994391067946077,0.4506842944903391,0.468445370707195,antony,2000.0,https://img.a.transfermarkt.technology/portrait/header/602105-1743410455.jpg,2000-02-24,Antony (602105),602105.0,35.0,35.0,Inverted Winger,0.4743,0.3392,0.4836,0.9821,0.3767,0.435,0.4906,0.9806,0.4087,0.3547,0.4124,0.6118,0.3697,0.393,0.4152,0.6112,,,,,,,,,,0.098,0.969,0.951,,0.116,0.471,0.964,0.722,0.698,0.6,0.932,0.5627,0.31466184,0.5466666666666666,0.8244444444444444,0.6577777777777778
